venue_id,venue_key,display_name,city,state,opened,closed,date_precision,identity_status,source_basis,notes
VEN-000263,lafayette-coliseum,Lafayette Coliseum,Lafayette,IN,,,,RESEARCHED_PURDUE_ONBOARDING,Purdue Athletics historical home-court evidence.,Downtown Lafayette Purdue home venue beginning in 1907; Team #16 package relationship spans 1907-01-10 through 1909-03-13.
VEN-000264,purdue-memorial-gymnasium,Memorial Gymnasium,West Lafayette,IN,1909,,YEAR,RESEARCHED_PURDUE_ONBOARDING,Purdue Athletics historical home-court evidence.,Purdue physical venue; first basketball game 1910-01-08. Distinct from Vanderbilt Memorial Gymnasium VEN-000130.
VEN-000265,old-lafayette-jefferson-high-school-gymnasium,Old Lafayette Jefferson High School Gymnasium,Lafayette,IN,,,,RESEARCHED_PURDUE_ONBOARDING,Purdue Athletics historical home-court evidence.,Temporary Purdue home for four unidentified 1929 games and the established continuous 1934-37 run; package assigns only the proven 1934-37 rows.
VEN-000266,lambert-fieldhouse,Lambert Fieldhouse,West Lafayette,IN,1937,,YEAR,RESEARCHED_PURDUE_ONBOARDING,Purdue Athletics historical home-court evidence.,Opened as Purdue Fieldhouse; first established Purdue basketball game 1937-12-11.
VEN-000267,baha-mar-convention-center,Baha Mar Convention Center,Nassau,BS,,,,RESEARCHED_PURDUE_ONBOARDING,Owner-supplied completed 2025-26 Purdue results table.,Site of Purdue-Memphis and Purdue-Texas Tech on 2025-11-20 and 2025-11-21.
VEN-000268,old-lsu-pavilion,Old LSU Pavilion,Baton Rouge,LA,,,,RESEARCHED_LSU_ONBOARDING,LSU Athletics official facility/history evidence; LSU 2025-26 record book; established project venue registry.,Historical primary-home relationship; chronology used only after independent home classification.
VEN-000269,lsu-gym-armory,LSU Gym/Armory,Baton Rouge,LA,1930,,YEAR,RESEARCHED_LSU_ONBOARDING,LSU Athletics official facility/history evidence; LSU 2025-26 record book; established project venue registry.,"Historical primary-home relationship; chronology used only after independent home classification. Distinct physical building from Huey Long Field House; LSU publications sometimes conflate the names, while LSU institutional building history distinguishes them."
VEN-000270,john-m-parker-agricultural-coliseum,John M. Parker Agricultural Coliseum,Baton Rouge,LA,1937,,YEAR,RESEARCHED_LSU_ONBOARDING,LSU Athletics official facility/history evidence; LSU 2025-26 record book; established project venue registry.,Historical primary-home relationship; chronology used only after independent home classification.
VEN-000271,raider-arena,Raider Arena,Niceville,FL,,,,RESEARCHED_LSU_ONBOARDING,LSU Athletics official facility/history evidence; LSU 2025-26 record book; established project venue registry.,Per-game external venue assignment; physical identity reuses the established global venue registry.
VEN-000272,conte-forum,Conte Forum,Chestnut Hill,MA,,,,RESEARCHED_LSU_ONBOARDING,LSU Athletics official facility/history evidence; LSU 2025-26 record book; established project venue registry.,Per-game external venue assignment; physical identity reuses the established global venue registry.
VEN-000273,unt-coliseum,UNT Coliseum,Denton,TX,,,,RESEARCHED_LSU_ONBOARDING,LSU Athletics official facility/history evidence; LSU 2025-26 record book; established project venue registry.,Per-game external venue assignment; physical identity reuses the established global venue registry.
VEN-000274,atlanta-municipal-auditorium,Atlanta Municipal Auditorium,Atlanta,GA,,,,RESEARCHED_LSU_ONBOARDING,Owner-supplied Conference Tournament Site Reference; LSU Team #17 onboarding research.,Historical Atlanta Municipal Auditorium used for LSU Southern Conference Tournament games; distinct from Kansas City Municipal Auditorium VEN-000143.
VEN-000275,athens-ymca,Athens YMCA,Athens,GA,,,,RESEARCHED_GEORGIA_ONBOARDING,Georgia Athletics official historical home-court evidence and Georgia 2025-26 media guide.,Historical Georgia home facility; chronology may supply venue only after independent home classification.
VEN-000276,georgia-alumni-hall,Alumni Hall,Athens,GA,1911,,YEAR,RESEARCHED_GEORGIA_ONBOARDING,Georgia Athletics official historical home-court evidence and Georgia 2025-26 media guide.,Georgia physical identity; also called Memorial Hall. Distinct from other institutions' Alumni Hall venues.
VEN-000277,georgia-octagon,The Octagon,Athens,GA,1916,,YEAR,RESEARCHED_GEORGIA_ONBOARDING,Georgia Athletics official historical home-court evidence and Georgia 2025-26 media guide.,Documented Georgia home venue around 1920; overlap with Moss Auditorium prevents blanket per-game assignment.
VEN-000278,moss-auditorium,Moss Auditorium,Athens,GA,,,,RESEARCHED_GEORGIA_ONBOARDING,Georgia Athletics official historical home-court evidence and Georgia 2025-26 media guide.,Historical Georgia home venue; overlapping 1920-25 evidence prevents blanket per-game assignment.
VEN-000279,woodruff-hall,Woodruff Hall,Athens,GA,1925-02-21,,EXACT,RESEARCHED_GEORGIA_ONBOARDING,Georgia Athletics official historical home-court evidence and Georgia 2025-26 media guide.,Dedicated 1925-02-21 in Georgia's 34-24 win over Georgia Tech; chronology used only after independent home classification.
VEN-000280,td-arena,TD Arena,Charleston,SC,,,,RESEARCHED_GEORGIA_ONBOARDING,Georgia Athletics official completed 2025-26 schedule.,Physical site of Georgia's 2025 Charleston Classic games.
VEN-000281,iowa-old-armory,Old Armory,Iowa City,IA,,,,RESEARCHED_IOWA_ONBOARDING,University of Iowa / Iowa Athletics official facility history; contemporary Daily Iowan evidence for New Armory.,Historical Iowa home venue through 1920-21; distinct east-bank campus physical identity. Chronology may supply venue only after independent home classification.
VEN-000282,iowa-new-armory,New Armory,Iowa City,IA,,,,RESEARCHED_IOWA_ONBOARDING,University of Iowa / Iowa Athletics official facility history; contemporary Daily Iowan evidence for New Armory.,Historical Iowa home venue from 1921-22 through 1926-27; distinct physical identity from Old Armory. Chronology may supply venue only after independent home classification.
VEN-000283,beasley-coliseum,Beasley Coliseum,Pullman,WA,,,,RESEARCHED_IOWA_ONBOARDING,Iowa media guide NCAA history city evidence plus project NCAA archival site reference / NCAA site records where mapped.,Physical site of Iowa's 1982 NCAA Tournament games in Pullman.
VEN-000284,ohio-state-armory,Armory,Columbus,OH,,,,RESEARCHED_OHIO_STATE_ONBOARDING,Ohio State University Archives: Armory used for men's basketball from 1898 until 1919.,Integrated from ohio-state research portfolio after current-main physical-identity rebase.
VEN-000285,cincinnati-gardens,Cincinnati Gardens,Cincinnati,OH,,,,RESEARCHED_OHIO_STATE_ONBOARDING,Ohio State record book / dedicated postseason or official schedule evidence; established project physical venue registry.,Integrated from ohio-state research portfolio after current-main physical-identity rebase.
VEN-000286,ohio-state-coliseum,Coliseum,Columbus,OH,,,,RESEARCHED_OHIO_STATE_ONBOARDING,Ohio State University Archives: games moved to Coliseum in 1919; St. John opened in 1956.,Integrated from ohio-state research portfolio after current-main physical-identity rebase.
VEN-000287,ohio-convocation-center,Convocation Center,Athens,OH,,,,RESEARCHED_OHIO_STATE_ONBOARDING,Ohio State record book / dedicated postseason or official schedule evidence; established project physical venue registry.,Integrated from ohio-state research portfolio after current-main physical-identity rebase.
VEN-000288,covelli-center-ohio-state,Covelli Center,Columbus,OH,,,,RESEARCHED_OHIO_STATE_ONBOARDING,Ohio State record book / dedicated postseason or official schedule evidence; established project physical venue registry.,Integrated from ohio-state research portfolio after current-main physical-identity rebase.
VEN-000289,cow-palace,Cow Palace,Daly City,CA,1941,,YEAR,RESEARCHED_OHIO_STATE_ONBOARDING,Ohio State NCAA table plus Cow Palace official history/location.,Integrated from ohio-state research portfolio after current-main physical-identity rebase.
VEN-000290,demonstration-hall-msu,Demonstration Hall,East Lansing,MI,1928,,YEAR,RESEARCHED_MICHIGAN_STATE_ONBOARDING,Michigan State institutional/athletics home-court history.,Integrated from michigan-state research portfolio after current-main physical-identity rebase.
VEN-000291,hofheinz-pavilion,Fertitta Center,Houston,TX,1967,,YEAR,RESEARCHED_MICHIGAN_STATE_ONBOARDING,Michigan State media-guide NCAA Tournament history plus researched/established physical NCAA site evidence.,Integrated from michigan-state research portfolio after current-main physical-identity rebase. [OWNER_DIRECTED_CURRENT_DISPLAY name=Fertitta_Center former_name=Hofheinz_Pavilion same_physical_venue=VEN-000291]
VEN-000292,michigan-state-armory,Armory,East Lansing,MI,1885,,YEAR,RESEARCHED_MICHIGAN_STATE_ONBOARDING,Michigan State institutional/athletics home-court history.,Integrated from michigan-state research portfolio after current-main physical-identity rebase.
VEN-000293,michigan-state-im-circle-gymnasium,IM Circle Gymnasium,East Lansing,MI,,,,RESEARCHED_MICHIGAN_STATE_ONBOARDING,Michigan State institutional/athletics home-court history.,Integrated from michigan-state research portfolio after current-main physical-identity rebase.
VEN-000294,suncoast-credit-union-arena,Suncoast Credit Union Arena,Fort Myers,FL,,,,RESEARCHED_MICHIGAN_STATE_ONBOARDING,Michigan State Athletics official completed 2025-26 schedule/results.,Integrated from michigan-state research portfolio after current-main physical-identity rebase.
VEN-000295,frost-bank-center,Frost Bank Center,San Antonio,TX,,,,RESEARCHED_MICHIGAN_ONBOARDING,Michigan 2026 record book NCAA Tournament game/site footnotes.,Integrated from michigan research portfolio after current-main physical-identity rebase.
VEN-000296,britt-brown-arena,Britt Brown Arena,Wichita,KS,,,,RESEARCHED_MICHIGAN_ONBOARDING,Michigan 2026 record book NCAA Tournament game/site footnotes.,Integrated from michigan research portfolio after current-main physical-identity rebase.
VEN-000297,veterans-memorial-coliseum-portland,Veterans Memorial Coliseum,Portland,OR,1960,,YEAR,RESEARCHED_MICHIGAN_ONBOARDING,Michigan 2026 record book NCAA Tournament game/site footnotes.,Integrated from michigan research portfolio after current-main physical-identity rebase.
VEN-000298,waterman-gymnasium,Waterman Gymnasium,Ann Arbor,MI,,,,RESEARCHED_MICHIGAN_ONBOARDING,Michigan 2026 record book season-level Home Arena chronology.,Integrated from michigan research portfolio after current-main physical-identity rebase.
VEN-000299,yost-field-house,Yost Field House,Ann Arbor,MI,1923,,YEAR,RESEARCHED_MICHIGAN_ONBOARDING,Michigan 2026 record book season-level Home Arena chronology; Michigan Athletics Yost facility history.,Integrated from michigan research portfolio after current-main physical-identity rebase.
VEN-000300,wisconsin-red-gym,Red Gym,Madison,WI,1894,,YEAR,RESEARCHED_WISCONSIN_ONBOARDING,Wisconsin program history and facility history; research-time new physical identity.,Integrated from wisconsin research portfolio after current-main physical-identity rebase.
VEN-000301,allen-county-war-memorial-coliseum,Allen County War Memorial Coliseum,Fort Wayne,IN,1952,,YEAR,RESEARCHED_PENN_STATE_ONBOARDING,Penn State NCAA history plus established NCAA/archival site evidence,Integrated from penn-state research portfolio after current-main physical-identity rebase.
VEN-000302,alumni-memorial-fieldhouse-saint-josephs,Alumni Memorial Fieldhouse,Philadelphia,PA,,,,RESEARCHED_PENN_STATE_ONBOARDING,Owner-authorized Big Ten site reference and/or independently researched Eastern Eight/Atlantic 10 tournament history,Integrated from penn-state research portfolio after current-main physical-identity rebase.
VEN-000303,bryce-jordan-center,Bryce Jordan Center,State College,PA,1996-01-11,,EXACT,RESEARCHED_PENN_STATE_ONBOARDING,Penn State 2025-26 record book arena/facility history | Penn State official completed 2025-26 schedule/results,"Integrated from penn-state research portfolio after current-main physical-identity rebase. PENN_STATE_DISPLAY_GEOGRAPHY: State College, PA per owner ruling 2026-08-25; source materials may use University Park, PA."
VEN-000304,giant-center,GIANT Center,Hershey,PA,,,,RESEARCHED_PENN_STATE_ONBOARDING,Penn State official completed 2025-26 schedule/results,Integrated from penn-state research portfolio after current-main physical-identity rebase.
VEN-000305,keaney-gymnasium,Keaney Gymnasium,Kingston,RI,,,,RESEARCHED_PENN_STATE_ONBOARDING,Owner-authorized Big Ten site reference and/or independently researched Eastern Eight/Atlantic 10 tournament history,Integrated from penn-state research portfolio after current-main physical-identity rebase.
VEN-000306,matthew-knight-arena,Matthew Knight Arena,Eugene,OR,,,,RESEARCHED_PENN_STATE_ONBOARDING,Penn State official completed 2025-26 schedule/results,Integrated from penn-state research portfolio after current-main physical-identity rebase.
VEN-000307,penn-state-armory,Penn State Armory,State College,PA,1887,1928,YEAR,RESEARCHED_PENN_STATE_ONBOARDING,Penn State 2025-26 record book arena/facility history,"Integrated from penn-state research portfolio after current-main physical-identity rebase. PENN_STATE_DISPLAY_GEOGRAPHY: State College, PA per owner ruling 2026-08-25; source materials may use University Park, PA."
VEN-000308,rec-hall-penn-state,Rec Hall,State College,PA,1929,,YEAR,RESEARCHED_PENN_STATE_ONBOARDING,Penn State 2025-26 record book arena/facility history | Owner-authorized Big Ten site reference and/or independently researched Eastern Eight/Atlantic 10 tournament history | Penn State official completed 2025-26 schedule/results,"Integrated from penn-state research portfolio after current-main physical-identity rebase. PENN_STATE_DISPLAY_GEOGRAPHY: State College, PA per owner ruling 2026-08-25; source materials may use University Park, PA."
VEN-000309,the-hazell-center,The Hazell Center,West Haven,CT,,,,RESEARCHED_PENN_STATE_ONBOARDING,Penn State official completed 2025-26 schedule/results,Integrated from penn-state research portfolio after current-main physical-identity rebase.
VEN-000310,grant-memorial-hall-nebraska,Grant Memorial Hall,Lincoln,NE,,,,RESEARCHED_NEBRASKA_ONBOARDING,Nebraska 2025-26 media guide home-court history.,Added during Nebraska integration from the RESEARCH_FROZEN venue evidence.
VEN-000311,nebraska-state-fairgrounds-coliseum,State Fairgrounds Coliseum,Lincoln,NE,,,,RESEARCHED_NEBRASKA_ONBOARDING,Nebraska 2025-26 media guide home-court history.,Added during Nebraska integration from the RESEARCH_FROZEN venue evidence.
VEN-000312,nebraska-coliseum,Nebraska Coliseum,Lincoln,NE,1926-02-06,,EXACT_START,RESEARCHED_NEBRASKA_ONBOARDING,Nebraska 2025-26 media guide home-court history.,Added during Nebraska integration from the RESEARCH_FROZEN venue evidence.
VEN-000313,boston-garden,Boston Garden,Boston,MA,,,,RESEARCHED_MARYLAND_ONBOARDING,Maryland record book game/event footnotes,Integrated from maryland research portfolio after current-main physical-identity rebase.
VEN-000314,bren-events-center,Bren Events Center,Irvine,CA,,,,RESEARCHED_MARYLAND_ONBOARDING,Maryland record book game/event footnotes,Integrated from maryland research portfolio after current-main physical-identity rebase.
VEN-000315,climate-pledge-arena,Climate Pledge Arena,Seattle,WA,,,,RESEARCHED_MARYLAND_ONBOARDING,Maryland record book NCAA Tournament history / game footnotes,Integrated from maryland research portfolio after current-main physical-identity rebase.
VEN-000316,hershey-park-arena,Hershey Park Arena,Hershey,PA,,,,RESEARCHED_MARYLAND_ONBOARDING,Maryland record book game/event footnotes,Integrated from maryland research portfolio after current-main physical-identity rebase.
VEN-000317,john-paul-jones-arena,John Paul Jones Arena,Charlottesville,VA,,,,RESEARCHED_MARYLAND_ONBOARDING,Maryland Athletics official 2025-26 schedule/results and nonconference schedule release,Integrated from maryland research portfolio after current-main physical-identity rebase.
VEN-000318,loyola-field-house,Loyola Field House,New Orleans,LA,,,,RESEARCHED_MARYLAND_ONBOARDING,Maryland record book game/event footnotes,Integrated from maryland research portfolio after current-main physical-identity rebase.
VEN-000319,memorial-gymnasium-el-paso,Memorial Gymnasium,El Paso,TX,,,,RESEARCHED_MARYLAND_ONBOARDING,Maryland record book game/event footnotes,Integrated from maryland research portfolio after current-main physical-identity rebase.
VEN-000320,miami-beach-convention-center,Miami Beach Convention Center,Miami,FL,,,,RESEARCHED_MARYLAND_ONBOARDING,Maryland record book game/event footnotes,Integrated from maryland research portfolio after current-main physical-identity rebase.
VEN-000321,music-hall,Music Hall,Cincinnati,OH,,,,RESEARCHED_MARYLAND_ONBOARDING,Maryland record book game/event footnotes,Integrated from maryland research portfolio after current-main physical-identity rebase.
VEN-000322,pan-american-center,Pan American Center,Las Cruces,NM,,,,RESEARCHED_MARYLAND_ONBOARDING,Maryland record book NCAA Tournament history / game footnotes,Integrated from maryland research portfolio after current-main physical-identity rebase.
VEN-000323,ritchie-coliseum,Ritchie Coliseum,College Park,MD,,,,RESEARCHED_MARYLAND_ONBOARDING,Maryland record book Arena History / home chronology,Integrated from maryland research portfolio after current-main physical-identity rebase.
VEN-000324,robbins-center,Robbins Center,Richmond,VA,,,,RESEARCHED_MARYLAND_ONBOARDING,Maryland record book game/event footnotes,Integrated from maryland research portfolio after current-main physical-identity rebase.
VEN-000325,don-haskins-center,Don Haskins Center,El Paso,TX,,,,RESEARCHED_MARYLAND_ONBOARDING,Maryland record book game/event footnotes,Integrated from maryland research portfolio after current-main physical-identity rebase.
VEN-000326,springfield-civic-center,Springfield Civic Center,Springfield,MA,,,,RESEARCHED_MARYLAND_ONBOARDING,Maryland record book game/event footnotes,Integrated from maryland research portfolio after current-main physical-identity rebase.
VEN-000327,the-gymnasium,The Gymnasium,College Park,MD,,,,RESEARCHED_MARYLAND_ONBOARDING,Maryland record book Arena History / home chronology,Integrated from maryland research portfolio after current-main physical-identity rebase.
VEN-000328,thompson-gym,Thompson Gym,Raleigh,NC,,,,RESEARCHED_MARYLAND_ONBOARDING,Owner-authorized conference-tournament site workbook,Integrated from maryland research portfolio after current-main physical-identity rebase.
VEN-000329,cassell-coliseum,Cassell Coliseum,Blacksburg,VA,,,,RESEARCHED_MARYLAND_ONBOARDING,Maryland record book game/event footnotes,Integrated from maryland research portfolio after current-main physical-identity rebase.
VEN-000330,virginia-memorial-gymnasium,Memorial Gymnasium (Virginia),Charlottesville,VA,1924,1965,YEAR,RESEARCHED_MARYLAND_ONBOARDING,Maryland record-book game footnote; official Maryland 1948-49 schedule; University of Virginia venue history,Integrated from maryland research portfolio after current-main physical-identity rebase.
VEN-000331,ben-hur-temple,Ben Hur Temple,Austin,TX,,,,RESEARCHED_TEXAS_ONBOARDING,"Texas 2025-26 Fact Book, Year-by-Year Results p. 91 first-indoor-home footnote",Integrated from texas research portfolio after current-main physical-identity rebase.
VEN-000332,california-coliseum,California Coliseum,San Francisco,CA,,,,RESEARCHED_TEXAS_ONBOARDING,Texas NCAA/postseason research cross-checked to established project physical venue identities and archival NCAA/site evidence,Integrated from texas research portfolio after current-main physical-identity rebase.
VEN-000333,clark-field-texas,Clark Field,Austin,TX,,,,RESEARCHED_TEXAS_ONBOARDING,"Texas 2025-26 Fact Book, Year-by-Year Results p. 91 first-game footnote",Integrated from texas research portfolio after current-main physical-identity rebase.
VEN-000334,g-rollie-white-coliseum,G. Rollie White Coliseum,College Station,TX,,,,RESEARCHED_TEXAS_ONBOARDING,Owner-authorized Texas conference-site reference and/or Texas official schedule; research-baseline global venue registry where applicable,Integrated from texas research portfolio after current-main physical-identity rebase.
VEN-000335,gregory-gym,Gregory Gym,Austin,TX,1930-12-05,,EXACT_START,RESEARCHED_TEXAS_ONBOARDING,Texas 2025-26 Fact Book historical/home-court notes,Integrated from texas research portfolio after current-main physical-identity rebase.
VEN-000336,heart-o-texas-coliseum,Heart O' Texas Coliseum,Waco,TX,,,,RESEARCHED_TEXAS_ONBOARDING,Owner-authorized Texas conference-site reference and/or Texas official schedule; research-baseline global venue registry where applicable,Integrated from texas research portfolio after current-main physical-identity rebase.
VEN-000337,hemisfair-arena,HemisFair Arena,San Antonio,TX,,,,RESEARCHED_TEXAS_ONBOARDING,Owner-authorized Texas conference-site reference and/or Texas official schedule; research-baseline global venue registry where applicable,Integrated from texas research portfolio after current-main physical-identity rebase.
VEN-000338,texas-mens-gym,Men's Gym,Austin,TX,1917,,YEAR,RESEARCHED_TEXAS_ONBOARDING,"Texas 2025-26 Fact Book, Year-by-Year Results p. 91 facility note",Integrated from texas research portfolio after current-main physical-identity rebase.
VEN-000339,credit-union-1-arena,Credit Union 1 Arena,Chicago,IL,,,,RESEARCHED_OKLAHOMA_ONBOARDING,Oklahoma media guide / official schedules / authorized conference-tournament site reference / NCAA tournament site research.,Integrated from oklahoma research portfolio after current-main physical-identity rebase.
VEN-000340,mccasland-field-house,McCasland Field House,Norman,OK,,,,RESEARCHED_OKLAHOMA_ONBOARDING,Oklahoma media guide / official schedules / authorized conference-tournament site reference / NCAA tournament site research.,Integrated from oklahoma research portfolio after current-main physical-identity rebase.
VEN-000341,ou-gymnasium,OU Gymnasium,Norman,OK,1903,,YEAR,RESEARCHED_OFFICIAL,Oklahoma Athletics facilities history / men's basketball historical media guide: OU Gymnasium home site beginning 1907; R.O.T.C. Armory replaced it in 1919; OU Field House opened for men's basketball with a 45-19 Kansas win on 1928-01-13 and remained the primary home through 1975; Lloyd Noble Center became the primary home beginning in December 1975.,Oklahoma Athletics says the Gymnasium opened in 1903 and hosted OU's first basketball game on 1907-12-07; it was replaced as the home-game site by the R.O.T.C. Armory in 1919.
VEN-000342,ou-rotc-armory,R.O.T.C. Armory,Norman,OK,1919,,YEAR,RESEARCHED_OFFICIAL,Oklahoma Athletics facilities history / men's basketball historical media guide: OU Gymnasium home site beginning 1907; R.O.T.C. Armory replaced it in 1919; OU Field House opened for men's basketball with a 45-19 Kansas win on 1928-01-13 and remained the primary home through 1975; Lloyd Noble Center became the primary home beginning in December 1975.,Oklahoma Athletics says the brick R.O.T.C. Armory was completed in spring 1919 and replaced the Gymnasium as OU's home-game site until the Field House opened for basketball on 1928-01-13.
VEN-000343,mississippi-coliseum,Mississippi Coliseum,Jackson,MS,1962,,YEAR,RESEARCHED_OFFICIAL,Mississippi State Athletics official Jackson basketball history identifies Mississippi Coliseum as the Jackson venue beginning with Memphis State on 1962-12-15; Mississippi Fairgrounds history corroborates the building as a 1962 facility.,Mississippi State Jackson basketball relationship is explicitly documented beginning 1962-12-15; do not back-project this venue onto earlier Jackson games without game-specific evidence.
VEN-000344,carolina-coliseum,Carolina Coliseum,Columbia,SC,,,,RESEARCHED_SOUTH_CAROLINA_ONBOARDING,"South Carolina 2025-26 Records & History homecourt/year-by-year evidence; owner-supplied conference-tournament site reference; NCAA official attendance/site records; official schedule/host evidence for modern and NIT sites, as applicable.",Integrated from south-carolina research portfolio after current-main physical-identity rebase.
VEN-000345,carolina-fieldhouse,Carolina Fieldhouse,Columbia,SC,,,,RESEARCHED_SOUTH_CAROLINA_ONBOARDING,"South Carolina 2025-26 Records & History homecourt/year-by-year evidence; owner-supplied conference-tournament site reference; NCAA official attendance/site records; official schedule/host evidence for modern and NIT sites, as applicable.",Integrated from south-carolina research portfolio after current-main physical-identity rebase.
VEN-000346,carolina-gymnasium,Carolina Gymnasium,Columbia,SC,,,,RESEARCHED_SOUTH_CAROLINA_ONBOARDING,"South Carolina 2025-26 Records & History homecourt/year-by-year evidence; owner-supplied conference-tournament site reference; NCAA official attendance/site records; official schedule/host evidence for modern and NIT sites, as applicable.",Integrated from south-carolina research portfolio after current-main physical-identity rebase.
VEN-000347,coliseo-ruben-rodriguez,Coliseo Rubén Rodríguez,Bayamón,PR,,,,RESEARCHED_SOUTH_CAROLINA_ONBOARDING,Reciprocal 1999 Puerto Rico Shootout schedule evidence identifies Coliseo Rubén Rodríguez in Bayamón.,Integrated from south-carolina research portfolio after current-main physical-identity rebase.
VEN-000348,colonial-hall-greenbrier,Colonial Hall at The Greenbrier,White Sulphur Springs,WV,,,,RESEARCHED_SOUTH_CAROLINA_ONBOARDING,"South Carolina 2025-26 Records & History homecourt/year-by-year evidence; owner-supplied conference-tournament site reference; NCAA official attendance/site records; official schedule/host evidence for modern and NIT sites, as applicable.",Integrated from south-carolina research portfolio after current-main physical-identity rebase.
VEN-000349,desert-diamond-arena,Desert Diamond Arena,Glendale,AZ,,,,RESEARCHED_SOUTH_CAROLINA_ONBOARDING,Arizona Tip-Off official 2023 event announcement.,Integrated from south-carolina research portfolio after current-main physical-identity rebase.
VEN-000350,fifth-third-arena,Fifth Third Arena,Cincinnati,OH,,,,RESEARCHED_SOUTH_CAROLINA_ONBOARDING,"South Carolina 2025-26 Records & History homecourt/year-by-year evidence; owner-supplied conference-tournament site reference; NCAA official attendance/site records; official schedule/host evidence for modern and NIT sites, as applicable.",Integrated from south-carolina research portfolio after current-main physical-identity rebase.
VEN-000351,gampel-pavilion,Gampel Pavilion,Storrs,CT,,,,RESEARCHED_SOUTH_CAROLINA_ONBOARDING,"South Carolina 2025-26 Records & History homecourt/year-by-year evidence; owner-supplied conference-tournament site reference; NCAA official attendance/site records; official schedule/host evidence for modern and NIT sites, as applicable.",Integrated from south-carolina research portfolio after current-main physical-identity rebase.
VEN-000352,hard-rock-hotel-riviera-maya-convention-center,Hard Rock Hotel Riviera Maya Convention Center,Puerto Aventuras,MX,,,,RESEARCHED_SOUTH_CAROLINA_ONBOARDING,Wichita State 2019 Cancun Challenge release; Cancun Challenge official FAQ; Hard Rock Hotel Riviera Maya facility material.,Integrated from south-carolina research portfolio after current-main physical-identity rebase.
VEN-000353,harrahs-cherokee-center,Harrah's Cherokee Center,Asheville,NC,,,,RESEARCHED_SOUTH_CAROLINA_ONBOARDING,Princeton and Western Kentucky official 2021 Asheville Championship game/event material.,Integrated from south-carolina research portfolio after current-main physical-identity rebase.
VEN-000354,htc-center,HTC Center,Conway,SC,,,,RESEARCHED_SOUTH_CAROLINA_ONBOARDING,South Carolina Athletics 2017 Puerto Rico Tip-Off at Myrtle Beach announcement.,Integrated from south-carolina research portfolio after current-main physical-identity rebase.
VEN-000355,littlejohn-coliseum,Littlejohn Coliseum,Clemson,SC,,,,RESEARCHED_SOUTH_CAROLINA_ONBOARDING,"South Carolina 2025-26 Records & History homecourt/year-by-year evidence; owner-supplied conference-tournament site reference; NCAA official attendance/site records; official schedule/host evidence for modern and NIT sites, as applicable.",Integrated from south-carolina research portfolio after current-main physical-identity rebase.
VEN-000356,orleans-arena,Orleans Arena,Las Vegas,NV,,,,RESEARCHED_SOUTH_CAROLINA_ONBOARDING,South Carolina Athletics and official Las Vegas Invitational participant material. | North Carolina Stage 6 shared-reference research; Clark County Assessor physical-jurisdiction evidence,"Integrated from south-carolina research portfolio after current-main physical-identity rebase. Shared-reference reconciliation during North Carolina onboarding corrected canonical physical municipality from Las Vegas to Paradise, Nevada; source/event Las Vegas shorthand remains source provenance."
VEN-000357,owensboro-sportscenter,Owensboro Sportscenter,Owensboro,KY,,,,RESEARCHED_SOUTH_CAROLINA_ONBOARDING,"South Carolina 2025-26 Records & History homecourt/year-by-year evidence; owner-supplied conference-tournament site reference; NCAA official attendance/site records; official schedule/host evidence for modern and NIT sites, as applicable.",Integrated from south-carolina research portfolio after current-main physical-identity rebase.
VEN-000358,puerto-vallarta-international-convention-center,Puerto Vallarta International Convention Center,Puerto Vallarta,MX,,,,RESEARCHED_SOUTH_CAROLINA_ONBOARDING,"South Carolina 2025-26 Records & History homecourt/year-by-year evidence; owner-supplied conference-tournament site reference; NCAA official attendance/site records; official schedule/host evidence for modern and NIT sites, as applicable.",Integrated from south-carolina research portfolio after current-main physical-identity rebase.
VEN-000359,roanoke-civic-center,Roanoke Civic Center,Roanoke,VA,,,,RESEARCHED_SOUTH_CAROLINA_ONBOARDING,"South Carolina 2025-26 Records & History homecourt/year-by-year evidence; owner-supplied conference-tournament site reference; NCAA official attendance/site records; official schedule/host evidence for modern and NIT sites, as applicable.",Integrated from south-carolina research portfolio after current-main physical-identity rebase.
VEN-000360,rock-hill-sports-and-event-center,Rock Hill Sports and Event Center,Rock Hill,SC,,,,RESEARCHED_SOUTH_CAROLINA_ONBOARDING,"South Carolina 2025-26 Records & History homecourt/year-by-year evidence; owner-supplied conference-tournament site reference; NCAA official attendance/site records; official schedule/host evidence for modern and NIT sites, as applicable.",Integrated from south-carolina research portfolio after current-main physical-identity rebase.
VEN-000361,sullivan-arena,Sullivan Arena,Anchorage,AK,,,,RESEARCHED_SOUTH_CAROLINA_ONBOARDING,"South Carolina 2025-26 Records & History homecourt/year-by-year evidence; owner-supplied conference-tournament site reference; NCAA official attendance/site records; official schedule/host evidence for modern and NIT sites, as applicable.",Integrated from south-carolina research portfolio after current-main physical-identity rebase.
VEN-000362,university-hall-virginia,University Hall,Charlottesville,VA,,,,RESEARCHED_SOUTH_CAROLINA_ONBOARDING,"South Carolina 2025-26 Records & History homecourt/year-by-year evidence; owner-supplied conference-tournament site reference; NCAA official attendance/site records; official schedule/host evidence for modern and NIT sites, as applicable.",Integrated from south-carolina research portfolio after current-main physical-identity rebase.
